ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days in Subscription,Longterm(1) Short Term(0),Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Auto Renew On (1) Off (0),Country,User Type,Lead Platform,Email Subscriber,Subscriber(1) not (0),Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,Open Rate,Click Through Rate
26306,ENG,Limited,RENEWAL,Web,79,USD,11/3/2018,2/3/2020,457.00,1.00,No,No,NULL,NULL,Off,0,Europe,Consumer,Web,Yes,1,Yes,18,0,0,0,0,0%, 
26315,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/30/2020,3/30/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26321,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/20/2019,9/20/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,54,5,0,4,0,7%,0%
26323,FRA,Limited,INITIAL_PURCHASE,Web,37.77,USD,1/23/2020,4/23/2020,91.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,11,2,1,2,1,18%,50%
26345,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/20/2019,1/2/2020,104.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
26355,HIN,Limited,RENEWAL,Web,79,USD,5/26/2019,2/26/2020,276.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,20,8,5,4,1,20%,13%
26358,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/6/2019,2/6/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,15,3,3,1,1,7%,33%
26362,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2/22/2020,2/22/2021,366.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,2,2,0,1,0,50%,0%
26363,ESP,Limited,INITIAL_PURCHASE,Web,33.99,USD,10/8/2019,1/8/2020,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,15,0,0,0,0,0%, 
26377,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/12/2020,6/12/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26379,ENG,Limited,INITIAL_PURCHASE,Web,38.67,USD,8/23/2019,2/23/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
26382,RUS,Limited,RENEWAL,Web,35.97,USD,10/23/2019,7/23/2020,274.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
26395,FRA,Limited,RENEWAL,Web,35.97,USD,12/25/2018,6/26/2020,549.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,4,2,0,1,0,25%,0%
26398,JPN,Limited,INITIAL_PURCHASE,Web,41.34,USD,12/3/2019,3/3/2020,91.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,10,0,0,0,0,0%, 
26402,ESP,Limited,RENEWAL,Web,79,USD,11/12/2019,5/12/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
26403,LAT,Limited,INITIAL_PURCHASE,Web,126.35,USD,2/11/2020,2/11/2021,366.00,1.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,No,0,Yes,9,5,0,2,0,22%,0%
26404,ESP,Limited,RENEWAL,Web,35.97,USD,1/14/2019,7/14/2020,547.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,3,0,2,0,40%,0%
26405,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/30/2020,3/30/2021,365.00,1.00,No,Yes,3/30/2020,4/6/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,7,7,5,2,1,29%,14%
26413,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/2/2019,10/2/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,53,4,0,2,0,4%,0%
26417,POR,Limited,INITIAL_PURCHASE,Web,39,USD,1/4/2020,4/4/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,20,20,18,2,1,10%,5%
26425,KOR,Limited,INITIAL_PURCHASE,Web,39,USD,8/22/2019,2/25/2020,187.00,1.00,No,Yes,8/22/2019,8/25/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,8,2,0,2,0,25%,0%
26436,ESP,Limited,INITIAL_PURCHASE,Web,99,USD,3/22/2020,3/22/2022,730.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,6,1,0,1,0,17%,0%
26440,GRK,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/24/2020,5/24/2020,90.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,No,0,Yes,10,9,5,2,1,20%,11%
26448,ALL,Limited,INITIAL_PURCHASE,Web,101.63,USD,3/14/2020,3/14/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26452,ITA,Limited,INITIAL_PURCHASE,Web,39.16,USD,9/3/2019,12/3/2019,91.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,23,0,0,0,0,0%, 
26456,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/2/2019,2/2/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26457,FRA,Limited,RENEWAL,Web,79,USD,4/17/2019,1/17/2020,275.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
26463,ARA,Limited,INITIAL_PURCHASE,Web,75.05,USD,9/18/2019,12/18/2019,91.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,102,2,0,2,0,2%,0%
26466,FAR,Limited,INITIAL_PURCHASE,Web,43.16,USD,3/25/2020,6/25/2020,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,1,1,0,1,0,100%,0%
26473,JPN,Limited,RENEWAL,Web,79,USD,6/17/2019,12/17/2019,183.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,199,88,0,82,0,41%,0%
26481,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/21/2020,6/21/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
26483,RUS,Limited,RENEWAL,Web,79,USD,3/3/2019,9/29/2019,210.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,35,3,0,3,0,9%,0%
26486,HIN,Limited,RENEWAL,Web,79,USD,11/7/2018,5/7/2020,547.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
26499,TGL,Limited,INITIAL_PURCHASE,Web,49,USD,7/25/2019,1/25/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,10,0,0,0,0,0%, 
26502,ENG,Limited,RENEWAL,Web,35.97,USD,12/18/2018,6/19/2020,549.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,2,2,1,1,33%,50%
26503,ALL,Limited,INITIAL_PURCHASE,Web,153.25,USD,3/22/2020,3/22/2022,730.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,185,45,2,44,2,24%,4%
26509,GRK,Limited,RENEWAL,Web,79,USD,6/3/2019,12/3/2019,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,28,0,0,0,0,0%, 
26515,TGL,Limited,INITIAL_PURCHASE,Web,100.4,USD,12/6/2019,12/6/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26520,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/12/2019,3/12/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,10,2,0,1,0,10%,0%
26523,ALL,Limited,RENEWAL,Web,179,USD,4/9/2019,4/10/2021,732.00,1.00,No,Yes,11/12/2019,11/15/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,5,0,0,0,0,0%, 
26525,HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/3/2020,5/3/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,11,0,0,0,0,0%, 
26531,ESP,Limited,INITIAL_PURCHASE,Web,38.7,USD,2/27/2020,5/27/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,0,0,0,0,0%, 
26532,ESP,Limited,RENEWAL,Web,79,USD,5/19/2019,11/19/2019,184.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,45,8,0,8,0,18%,0%
26533,CHI,Limited,INITIAL_PURCHASE,Web,38.4,USD,2/16/2020,5/16/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,10,5,0,3,0,30%,0%
26535,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/26/2020,3/26/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,1,0,1,0,20%,0%
26540,POR,Limited,INITIAL_PURCHASE,Web,84.32,USD,9/11/2019,5/11/2020,243.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,4,3,0,2,0,50%,0%
26548,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/4/2020,3/4/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
26550,VIE,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/7/2020,6/7/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
26556,ESP,Limited,RENEWAL,Web,119,USD,2/12/2019,8/23/2020,558.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,1,0,1,0,33%,0%
26577,ESP,Limited,RENEWAL,Web,79,USD,10/22/2018,1/23/2020,458.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,No,0,Yes,25,5,1,4,1,16%,20%
26583,FRA,Limited,INITIAL_PURCHASE,Web,39.6,USD,3/26/2020,6/26/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,0,0,0,0,0%, 
26587,SVE,Limited,RENEWAL,Web,119,USD,1/24/2019,7/24/2020,547.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,12,12,0,3,0,25%,0%
26593,ALL,Limited,INITIAL_PURCHASE,Web,179,USD,3/4/2020,3/4/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
26609,ARA,Limited,RENEWAL,Web,79,USD,5/3/2019,5/29/2020,392.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,23,2,0,1,0,4%,0%
26614,JPN,Limited,INITIAL_PURCHASE,Web,39.3,USD,3/23/2020,6/30/2020,99.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,26,26,13,5,2,19%,8%
26615,ESP,Limited,RENEWAL,Web,35.97,USD,1/6/2020,7/6/2020,182.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,11,0,0,0,0,0%, 
26623,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/30/2020,3/30/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26624,ALL,Limited,INITIAL_PURCHASE,Web,104.75,USD,2/27/2020,2/27/2021,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,2,0,1,0,13%,0%
26625,ESP,Limited,RENEWAL,Web,119,USD,12/6/2018,12/21/2019,380.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,105,1,0,1,0,1%,0%
26629,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/12/2020,5/16/2020,125.00,0.00,No,Yes,1/12/2020,1/15/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,67,9,4,5,1,7%,11%
26642,ALL,Limited,RENEWAL,Web,179,USD,3/27/2019,3/27/2021,731.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,5,0,0,0,0,0%, 
26644,JPN,Limited,RENEWAL,Web,35.97,USD,6/21/2019,6/21/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,21,19,14,2,1,10%,5%
26646,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/24/2019,9/24/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,17,0,0,0,0,0%, 
26649,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/29/2019,4/2/2020,186.00,1.00,No,Yes,9/29/2019,10/2/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
26654,ITA,Limited,RENEWAL,Web,119,USD,1/4/2019,7/4/2020,547.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26661,ESP,Limited,RENEWAL,Web,35.97,USD,10/15/2019,7/15/2020,274.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,7,6,0,3,0,43%,0%
26664,HIN,Limited,RENEWAL,Web,79,USD,2/5/2019,2/29/2020,389.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
26679,ENG,Limited,RENEWAL,Web,79,USD,1/28/2019,10/28/2019,273.00,1.00,No,No,NULL,NULL,Off,0,Other,Consumer,Web,Yes,1,Yes,51,0,0,0,0,0%, 
26683,KOR,Limited,INITIAL_PURCHASE,Web,39,USD,7/29/2019,11/1/2019,95.00,0.00,No,Yes,7/29/2019,8/1/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,46,0,0,0,0,0%, 
26694,VIE,Limited,RENEWAL,App,33.99,USD,4/27/2019,4/27/2020,366.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,1,0,0,0,0,0%, 
26696,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/8/2019,1/8/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,21,1,0,1,0,5%,0%
26699,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/5/2019,2/5/2020,184.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,39,0,0,0,0,0%, 
26708,FRA,Limited,RENEWAL,Web,79,USD,7/11/2019,4/23/2020,287.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
26713,ESP,Limited,RENEWAL,Web,119,USD,2/13/2019,2/13/2020,365.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,14,4,4,1,1,7%,25%
26715,ITA,Limited,RENEWAL,Web,35.97,USD,4/3/2019,7/3/2020,457.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
26717,CHI,Limited,INITIAL_PURCHASE,Web,71.54,USD,8/26/2019,2/26/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,11,0,0,0,0,0%, 
26721,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,3/5/2020,3/5/2022,730.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,0,0,0,0,0%, 
26723,FRA,Limited,RENEWAL,Web,119,USD,7/15/2019,7/15/2020,366.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,No,0,Yes,1,0,0,0,0,0%, 
26725,TGL,Limited,RENEWAL,Web,79,USD,6/7/2019,12/7/2019,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26726,ESP,Limited,RENEWAL,Web,35.97,USD,9/24/2019,6/24/2020,274.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,8,8,0,4,0,50%,0%
26733,POR,Limited,INITIAL_PURCHASE,Web,42.12,USD,7/2/2019,1/5/2020,187.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,154,4,0,4,0,3%,0%
26737,NED,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/22/2019,11/22/2019,92.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,32,0,0,0,0,0%, 
26741,ALL,Limited,INITIAL_PURCHASE,Web,100.67,USD,3/14/2020,3/14/2021,365.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,10,4,0,1,0,10%,0%
26747,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/26/2020,3/26/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,9,9,0,3,0,33%,0%
26757,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,6/20/2019,9/23/2019,95.00,0.00,No,Yes,6/20/2019,6/23/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,17,0,0,0,0,0%, 
26765,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/24/2019,12/24/2019,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,27,4,1,3,1,11%,25%
26768,ITA,Limited,RENEWAL,Web,79,USD,5/19/2019,2/19/2020,276.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,6,0,0,0,0,0%, 
26780,ESP,Limited,RENEWAL,Web,14,USD,6/2/2019,9/12/2019,102.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,17,0,0,0,0,0%, 
26782,KOR,Limited,RENEWAL,Web,35.97,USD,10/19/2019,7/19/2020,274.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,11,9,0,1,0,9%,0%
26783,HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/23/2020,4/23/2020,91.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,12,0,0,0,0,0%, 
26785,ITA,Limited,INITIAL_PURCHASE,Web,143.76,USD,9/3/2019,9/3/2021,731.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
26790,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/27/2020,6/27/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,0,0,0,0,0%, 
26794,TGL,Limited,INITIAL_PURCHASE,Web,95.88,USD,12/15/2019,12/15/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,2,0,1,0,50%,0%
26796,ESP,Limited,RENEWAL,Web,35.97,USD,1/11/2020,7/11/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,2,0,1,0,14%,0%
26805,ALL,Limited,INITIAL_PURCHASE,Web,104.51,USD,3/31/2020,3/31/2021,365.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
26812,VIE,Limited,INITIAL_PURCHASE,Web,41.44,USD,1/5/2020,4/5/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,7,3,0,2,0,29%,0%
26822,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/12/2019,12/12/2019,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,22,0,0,0,0,0%, 
26840,JPN,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/19/2019,2/19/2020,92.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,No,0,Yes,48,11,0,4,0,8%,0%
26842,FRA,Limited,RENEWAL,Web,35.97,USD,12/13/2019,6/13/2020,183.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,1,0,1,0,20%,0%
26850,JPN,Limited,RENEWAL,Web,119,USD,9/1/2019,9/1/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,4,0,0,0,0,0%, 
26856,ESP,Limited,RENEWAL,Web,35.97,USD,8/26/2019,5/29/2020,277.00,1.00,No,Yes,8/26/2019,8/29/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,8,7,0,2,0,25%,0%
26863,ESP,Limited,RENEWAL,Web,79,USD,6/20/2019,12/20/2019,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,44,12,0,9,0,20%,0%
26867,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/21/2020,3/21/2021,365.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,0,0,0,0,0%, 
26868,FRA,Limited,RENEWAL,Web,119,USD,8/24/2019,8/24/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,2,0,2,0,67%,0%
26870,ESC,Limited,INITIAL_PURCHASE,Web,39.21,USD,3/28/2020,6/28/2020,92.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,9,7,0,2,0,22%,0%
26882,FRA,Limited,INITIAL_PURCHASE,Web,39.16,USD,2/15/2020,5/15/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,9,9,0,4,0,44%,0%
26883,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,3/7/2020,3/7/2022,730.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,0,0,0,0,0%, 
26888,DEU,Limited,INITIAL_PURCHASE,Web,39,USD,12/3/2019,3/3/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,5,4,4,1,1,20%,25%
26899,HEB,Limited,INITIAL_PURCHASE,Web,119,USD,11/12/2019,5/12/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
26906,ESP,Limited,INITIAL_PURCHASE,Web,42.41,USD,1/4/2020,4/4/2020,91.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,12,0,0,0,0,0%, 
26908,ARA,Limited,RENEWAL,Web,35.97,USD,1/13/2020,7/13/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,9,7,3,4,1,44%,14%
26916,HIN,Limited,RENEWAL,Web,35.97,USD,11/24/2019,5/29/2020,187.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,2,0,0,0,0,0%, 
26921,ESP,Limited,INITIAL_PURCHASE,Web,39.6,USD,6/4/2019,7/3/2020,395.00,1.00,No,Yes,6/4/2019,6/7/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,233,162,0,124,0,53%,0%
26924,ESP,Limited,INITIAL_PURCHASE,Web,38.06,USD,2/13/2020,5/13/2020,90.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,4,0,0,0,0,0%, 
26930,ESP,Limited,RENEWAL,Web,79,USD,6/25/2019,12/25/2019,183.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,40,0,0,0,0,0%, 
26931,ESP,Limited,RENEWAL,Web,119,USD,7/4/2019,7/4/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
26937,FAR,Limited,INITIAL_PURCHASE,Web,84.21,USD,1/24/2020,4/24/2020,91.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,20,11,0,3,0,15%,0%
26939,ESP,Limited,RENEWAL,Web,79,USD,6/22/2019,12/22/2019,183.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,42,0,0,0,0,0%, 
26940,VIE,Limited,RENEWAL,Web,35.97,USD,6/20/2019,6/23/2020,369.00,1.00,No,Yes,6/20/2019,6/23/2019,On,1,Other,Consumer,Web,Yes,1,Yes,3,3,0,2,0,67%,0%
26941,ESP,Limited,INITIAL_PURCHASE,Web,38.13,USD,2/7/2020,5/7/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,14,11,0,3,0,21%,0%
26948,ESP,Limited,RENEWAL,Web,35.97,USD,10/4/2018,7/5/2020,640.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,44,23,0,10,0,23%,0%
26955,GRK,Limited,RENEWAL,Web,79,USD,4/6/2019,5/1/2020,391.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
26957,ESP,Limited,INITIAL_PURCHASE,Web,39.07,USD,2/2/2020,5/2/2020,90.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,12,2,0,1,0,8%,0%
26965,ESP,Limited,INITIAL_PURCHASE,Web,124.95,USD,11/10/2019,5/10/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,5,2,0,1,0,20%,0%
26967,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/28/2019,11/28/2019,92.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,53,1,0,1,0,2%,0%
26971,FRA,Limited,INITIAL_PURCHASE,Web,31.04,USD,8/14/2019,2/14/2020,184.00,0.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,24,21,8,11,1,46%,5%
26973,DEU,Limited,RENEWAL,Web,79,USD,5/6/2019,5/6/2020,366.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
26979,FRA,Limited,RENEWAL,Web,79,USD,5/13/2019,11/13/2019,184.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,72,0,0,0,0,0%, 
26986,POL,Limited,INITIAL_PURCHASE,Web,39,USD,12/3/2019,3/3/2020,91.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,35,1,0,1,0,3%,0%
26988,ITA,Limited,RENEWAL,Web,35.97,USD,12/3/2018,6/3/2020,548.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
26993,RUS,Limited,RENEWAL,Web,35.97,USD,11/29/2019,5/29/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,6,0,3,0,43%,0%
